_Language,English,Simplified Chinese,,Language name - in English
GMStdTileGetTransform_Story_1,"Get flip of tile data ${tile} into ${var}",“将切片数据${TILE}翻转到${var}”,,dnd story text
GMStdTileGetTransform_Story_2,"Get flip of tile data ${tile} into ${var} on ${applyto}",“将切片数据${TILE}翻转到${applyto}上的${var}”,,dnd story text
GMStdTileGetTransform_Story_3,"Get flip of tile data ${tile} into temp ${var}",“将切片数据${TILE}翻转到临时${var}”,,dnd story text
GMStdTileGetTransform_Story_4,"Get flip of tile data ${tile} into temp ${var} on ${applyto}",“将切片数据${TILE}翻转到${applyto}上的临时${var}”,,dnd story text
GMStdTileGetTransform_Story_5,"Get mirror of tile data ${tile} into ${var}",“将切片数据${TILE}的镜像获取到${var}”,,dnd story text
GMStdTileGetTransform_Story_6,"Get mirror of tile data ${tile} into ${var} on ${applyto}",“将切片数据${TILE}的镜像获取到${applyto}上的${var}”,,dnd story text
GMStdTileGetTransform_Story_7,"Get mirror of tile data ${tile} into temp ${var}",“将切片数据${TILE}的镜像获取到临时${var}”,,dnd story text
GMStdTileGetTransform_Story_8,"Get mirror of tile data ${tile} into temp ${var} on ${applyto}",“将切片数据${TILE}的镜像获取到${applyto}上的临时${var}”,,dnd story text
GMStdTileGetTransform_Story_9,"Get rotate of tile data ${tile} into ${var}",“将切片数据${TILE}旋转到${var}”,,dnd story text
GMStdTileGetTransform_Story_10,"Get rotate of tile data ${tile} into ${var} on ${applyto}",“将切片数据${TILE}旋转到${applyto}上的${var}”,,dnd story text
GMStdTileGetTransform_Story_11,"Get rotate of tile data ${tile} into temp ${var}",“将切片数据${TILE}旋转到临时${var}”,,dnd story text
GMStdTileGetTransform_Story_12,"Get rotate of tile data ${tile} into temp ${var} on ${applyto}",“将切片数据${TILE}轮换到${applyto}上的临时${var}”,,dnd story text
GMStdPlayAudio_Story_1,"Play audio ${soundid} looped and assign id to ${target}",“播放音频${sounid}循环并将ID分配给${target}”,,dnd story text
GMStdPlayAudio_Story_2,"Play audio ${soundid} looped and assign id to ${target} on ${applyto}",“播放音频${sounid}循环，并将ID分配给${applyto}上的${target}”,,dnd story text
GMStdPlayAudio_Story_3,"Play audio ${soundid} looped",“播放音频${sounid}循环”,,dnd story text
GMStdPlayAudio_Story_4,"Play audio ${soundid} looped on ${applyto}",“在${applyto}上循环播放音频${sounid}”,,dnd story text
GMStdPlayAudio_Story_5,"Play audio ${soundid} looped and assign id to temp ${target}",“播放音频${sounid}循环，并将ID分配给临时${target}”,,dnd story text
GMStdPlayAudio_Story_6,"Play audio ${soundid} looped and assign id to temp ${target} on ${applyto}",“播放音频${sounid}循环，并将ID分配给${applyto}上的临时${target}”,,dnd story text
GMStdPlayAudio_Story_7,"Play audio ${soundid} and assign id to ${target}",“播放音频${sounid}并将ID分配给${target}”,,dnd story text
GMStdPlayAudio_Story_8,"Play audio ${soundid} and assign id to ${target} on ${applyto}",“播放音频${sounid}并将ID分配给${applyto}上的${target}”,,dnd story text
GMStdPlayAudio_Story_9,"Play audio ${soundid}",“播放音频${sounid}”,,dnd story text
GMStdPlayAudio_Story_10,"Play audio ${soundid} on ${applyto}",“在${applyto}上播放音频${soundo}”,,dnd story text
GMStdPlayAudio_Story_11,"Play audio ${soundid} and assign id to temp ${target}",“播放音频${sounid}并将ID分配给临时${target}”,,dnd story text
GMStdPlayAudio_Story_12,"Play audio ${soundid} and assign id to temp ${target} on ${applyto}",“播放音频${sounid}并将ID分配给${applyto}上的临时${target}”,,dnd story text
GMStdStopAudio_Story_1,"Stop audio ${soundid}",“停止音频${sounid}”,,dnd story text
GMStdStopAudio_Story_2,"Stop audio ${soundid} on ${applyto}",“停止${applyto}上的音频${soundo}”,,dnd story text
GMStdStopAllAudio_Story_1,"Stop all audio",“停止所有音频”,,dnd story text
GMStdStopAllAudio_Story_2,"Stop all audio on ${applyto}",“停止${applyto}上的所有音频”,,dnd story text
GMStdPauseAudio_Story_1,"Pause audio ${sound}",“暂停音频${SOUND}”,,dnd story text
GMStdPauseAudio_Story_2,"Pause audio ${sound} on ${applyto}",“暂停${applyto}上的音频${SOUND}”,,dnd story text
GMStdPauseAllAudio_Story_1,"Pause all audio",“暂停所有音频”,,dnd story text
GMStdPauseAllAudio_Story_2,"Pause all audio on ${applyto}",“暂停${applyto}上的所有音频”,,dnd story text
GMStdResumeAudio_Story_1,"Resume audio ${sound}",“继续音频${SOUND}”,,dnd story text
GMStdResumeAudio_Story_2,"Resume audio ${sound} on ${applyto}",“恢复${applyto}上的音频${SOUND}”,,dnd story text
GMStdResumeAllAudio_Story_1,"Resume all audio",“恢复所有音频”,,dnd story text
GMStdResumeAllAudio_Story_2,"Resume all audio on ${applyto}",“恢复${applyto}上的所有音频”,,dnd story text
GMStdAudioSetPosition_Story_1,"Set audio position of ${sound} to ${time} seconds",“将${SOUND}的音频位置设置为${time}秒”,,dnd story text
GMStdAudioSetPosition_Story_2,"Set audio position of ${sound} to ${time} seconds on ${applyto}",“在${applyto}上将${ound}的音频位置设置为${time}秒”,,dnd story text
GMStdAudioGetLength_Story_1,"Get length of audio ${sound} into ${var}",“将音频${ound}的长度获取到${var}”,,dnd story text
GMStdAudioGetLength_Story_2,"Get length of audio ${sound} into ${var} on ${applyto}",“在${applyto}上将音频${ound}的长度获取到${var}”,,dnd story text
GMStdAudioGetLength_Story_3,"Get length of audio ${sound} into temp ${var}",“将音频${SOUND}的长度获取到临时${var}”,,dnd story text
GMStdAudioGetLength_Story_4,"Get length of audio ${sound} into temp ${var} on ${applyto}",“获取${applyto}上的临时${var}中音频${ound}的长度”,,dnd story text
GMStdAudioSetPitch_Story_1,"Set pitch of audio ${sound} to ${pitch}",“将音频${Sound}的音调设置为${Pitch}”,,dnd story text
GMStdAudioSetPitch_Story_2,"Set pitch of audio ${sound} to ${pitch} on ${applyto}",“在${applyto}上将音频${SOUND}的音调设置为${Pitch}”,,dnd story text
GMStdAudioGetPitch_Story_1,"Get pitch of audio ${sound} into ${var}",“将音频${SOUND}的音调转换为${var}”,,dnd story text
GMStdAudioGetPitch_Story_2,"Get pitch of audio ${sound} into ${var} on ${applyto}",“在${applyto}上将音频${SOUND}的音调转换为${var}”,,dnd story text
GMStdAudioGetPitch_Story_3,"Get pitch of audio ${sound} into temp ${var}",“将音频${SOUND}的音调转换为临时${var}”,,dnd story text
GMStdAudioGetPitch_Story_4,"Get pitch of audio ${sound} into temp ${var} on ${applyto}",“在${applyto}上将音频${SOUND}的音调转换为临时${var}”,,dnd story text
GMStdAudioSetVolume_Story_1,"Set volume of audio ${sound} to ${volume}",“将音频${SOUND}的音量设置为${VOLUME}”,,dnd story text
GMStdAudioSetVolume_Story_2,"Set volume of audio ${sound} to ${volume} on ${applyto}",“在${applyto}上将音频${SOUND}的音量设置为${VOLUME}”,,dnd story text
GMStdAudioGetVolume_Story_1,"Get volume of audio ${sound} into ${var}",“将音频${SOUND}的音量放入${var}”,,dnd story text
GMStdAudioGetVolume_Story_2,"Get volume of audio ${sound} into ${var} on ${applyto}",“在${applyto}上将音频${ound}的音量放入${var}”,,dnd story text
GMStdAudioGetVolume_Story_3,"Get volume of audio ${sound} into temp ${var}",“将音频${SOUND}的音量放入临时${var}”,,dnd story text
GMStdAudioGetVolume_Story_4,"Get volume of audio ${sound} into temp ${var} on ${applyto}",“将音频${SOUND}的音量放入${applyto}上的临时${var}”,,dnd story text
GMStdAudoSetMasterVolume_Story_1,"Set master volume to ${volume}",“将主卷设置为${volume}”,,dnd story text
GMStdAudoSetMasterVolume_Story_2,"Set master volume to ${volume} on ${applyto}",“在${applyto}上将主卷设置为${volume}”,,dnd story text
GMStdAudioGetMasterVolume_Story_1,"Get master volume into ${var}",“将主卷放入${var}”,,dnd story text
GMStdAudioGetMasterVolume_Story_2,"Get master volume into ${var} on ${applyto}",“将主卷放入${applyto}上的${var}”,,dnd story text
GMStdAudioGetMasterVolume_Story_3,"Get master volume into temp ${var}",“将主卷获取到临时${var}”,,dnd story text
GMStdAudioGetMasterVolume_Story_4,"Get master volume into temp ${var} on ${applyto}",“将主卷放入${applyto}上的临时${var}”,,dnd story text
GMStdIfAudioPlaying_Story_1,"If audio ${soundid} is not playing",“如果音频${sounid}未播放”,,dnd story text
GMStdIfAudioPlaying_Story_2,"If audio ${soundid} is not playing on ${applyto}",“如果${applyto}上未播放音频${sounhad}”,,dnd story text
GMStdIfAudioPlaying_Story_3,"If audio ${soundid} is playing",“如果正在播放音频${sounid}”,,dnd story text
GMStdIfAudioPlaying_Story_4,"If audio ${soundid} is playing on ${applyto}",“如果音频${soundo}正在${applyto}上播放”,,dnd story text
GMStdIfAudioPaused_Story_1,"If audio ${soundid} is not paused",“如果音频${sounid}未暂停”,,dnd story text
GMStdIfAudioPaused_Story_2,"If audio ${soundid} is not paused on ${applyto}",“如果在${applyto}上未暂停音频${sounid}”,,dnd story text
GMStdIfAudioPaused_Story_3,"If audio ${soundid} is paused",“如果暂停音频${sounid}”,,dnd story text
GMStdIfAudioPaused_Story_4,"If audio ${soundid} is paused on ${applyto}",“如果在${applyto}上暂停音频${sounhad}”,,dnd story text
GMStdLoop_Story,"Loop",“循环”,,dnd story text
GMStdRepeat_Story_1,"Repeat ${times} times",“重复${Times}次”,,dnd story text
GMStdRepeat_Story_2,"Repeat ${times} times on ${applyto}",“在${applyto}上重复${Times}次”,,dnd story text
GMStdWhileLoop_Story_1,"While ${var} is not equal to ${value}",“而${var}不等于${value}”,,dnd story text
GMStdWhileLoop_Story_2,"While ${var} is not equal to ${value} on ${applyto}",“而${var}不等于${applyto}上的${value}”,,dnd story text
GMStdWhileLoop_Story_3,"While ${var} is not less than ${value}",“而${var}不小于${value}”,,dnd story text
GMStdWhileLoop_Story_4,"While ${var} is not less than ${value} on ${applyto}",“而${var}在${applyto}上不小于${value}”,,dnd story text
GMStdWhileLoop_Story_5,"While ${var} is not greater than ${value}",“而${var}不大于${value}”,,dnd story text
GMStdWhileLoop_Story_6,"While ${var} is not greater than ${value} on ${applyto}",“而${var}不大于${applyto}上的${value}”,,dnd story text
GMStdWhileLoop_Story_7,"While ${var} is not greater than or equal to ${value}",“而${var}不大于或等于${value}”,,dnd story text
GMStdWhileLoop_Story_8,"While ${var} is not greater than or equal to ${value} on ${applyto}",“而${var}不大于或等于${applyto}上的${value}”,,dnd story text
GMStdWhileLoop_Story_9,"While ${var} is not less than or equal to ${value}",“而${var}不小于或等于${value}”,,dnd story text
GMStdWhileLoop_Story_10,"While ${var} is not less than or equal to ${value} on ${applyto}",“而${var}不小于或等于${applyto}上的${value}”,,dnd story text
GMStdWhileLoop_Story_11,"While ${var} is equal to ${value}",“而${var}等于${value}”,,dnd story text
GMStdWhileLoop_Story_12,"While ${var} is equal to ${value} on ${applyto}",“而${var}等于${applyto}上的${value}”,,dnd story text
GMStdWhileLoop_Story_13,"While ${var} is less than ${value}",“当${var}小于${value}时”,,dnd story text
GMStdWhileLoop_Story_14,"While ${var} is less than ${value} on ${applyto}",“而${var}在${applyto}上小于${value}”,,dnd story text
GMStdWhileLoop_Story_15,"While ${var} is greater than ${value}",“当${var}大于${value}时”,,dnd story text
GMStdWhileLoop_Story_16,"While ${var} is greater than ${value} on ${applyto}",“当${var}大于${applyto}上的${value}时”,,dnd story text
GMStdWhileLoop_Story_17,"While ${var} is greater than or equal to ${value}",“当${var}大于或等于${value}时”,,dnd story text
GMStdWhileLoop_Story_18,"While ${var} is greater than or equal to ${value} on ${applyto}",“当${var}大于或等于${applyto}上的${value}时”,,dnd story text
GMStdWhileLoop_Story_19,"While ${var} is less than or equal to ${value}",“而${var}小于或等于${value}”,,dnd story text
GMStdWhileLoop_Story_20,"While ${var} is less than or equal to ${value} on ${applyto}",“当${var}小于或等于${applyto}上的${value}时”,,dnd story text
GMStdForLoop_Story_1,"For ${init}, while ${cond} do ${expr}",对于${init}，而${cond}执行${expr},,dnd story text
GMStdForLoop_Story_2,"For ${init}, while ${cond} do ${expr} on ${applyto}",对于${init}，而${cond}在${applyto}上执行${expr},,dnd story text
GMStdBreak_Story,"Break",“突破”,,dnd story text
GMStdSwitch_Story_1,"Switch ${expr}",“交换机${expr}”,,dnd story text
GMStdSwitch_Story_2,"Switch ${expr} on ${applyto}",“${applyto}上的开关${expr}”,,dnd story text
GMStdCase_Story_1,"Case: ${const}",“案例：${const}”,,dnd story text
GMStdDefault_Story,"Default",“默认”,,dnd story text
GMStdCreateList_Story_1,"Set a new list to ${var}${show_input_count}",“将新列表设置为${var}${show_input_count}”,,dnd story text
GMStdCreateList_Story_2,"Set a new list to ${var} on ${applyto}${show_input_count}",“在${applyto}${show_input_count}上将新列表设置为${var}”,,dnd story text
GMStdCreateList_Story_3,"Set a new list to temp ${var}${show_input_count}",“将新列表设置为临时${var}${show_input_count}”,,dnd story text
GMStdCreateList_Story_4,"Set a new list to temp ${var} on ${applyto}${show_input_count}",“将新列表设置为${applyto}${show_input_count}上的临时${var}”,,dnd story text
GMStdCreateMap_Story_1,"Set a new map to ${var}${show_input_count}",“将新映射设置为${var}${show_input_count}”,,dnd story text
GMStdCreateMap_Story_2,"Set a new map to ${var} on ${applyto}${show_input_count}",“在${applyto}${show_input_count}上将新映射设置为${var}”,,dnd story text
GMStdCreateMap_Story_3,"Set a new map to temp ${var}${show_input_count}",“将新映射设置为临时${var}${show_input_count}”,,dnd story text
GMStdCreateMap_Story_4,"Set a new map to temp ${var} on ${applyto}${show_input_count}",“将新映射设置为${applyto}${show_input_count}上的临时${var}”,,dnd story text
GMStdCreateGrid_Story_1,"Set a new grid with size ${width},${height} to ${var}${show_input_count}",“将大小为${width}、${high}至${var}的新网格设置为${show_input_count}”,,dnd story text
GMStdCreateGrid_Story_2,"Set a new grid with size ${width},${height} to ${var} on ${applyto}${show_input_count}",“在${applyto}${show_input_count}上设置大小为${width}、${high}至${var}的新网格”,,dnd story text
GMStdCreateGrid_Story_3,"Set a new grid with size ${width},${height} to temp ${var}${show_input_count}",“将大小为${width}、${Height}的新网格设置为临时${var}${show_input_count}”,,dnd story text
GMStdCreateGrid_Story_4,"Set a new grid with size ${width},${height} to temp ${var} on ${applyto}${show_input_count}",“在${applyto}${show_input_count}上将大小为${width}、${Height}的新网格设置为临时${var}”,,dnd story text
GMStdCreateStack_Story_1,"Set a new stack to ${var}${show_input_count}",“将新堆栈设置为${var}${show_input_count}”,,dnd story text
GMStdCreateStack_Story_2,"Set a new stack to ${var} on ${applyto}${show_input_count}",“在${applyto}${show_input_count}上将新堆栈设置为${var}”,,dnd story text
GMStdCreateStack_Story_3,"Set a new stack to temp ${var}${show_input_count}",“将新堆栈设置为临时${var}${show_input_count}”,,dnd story text
GMStdCreateStack_Story_4,"Set a new stack to temp ${var} on ${applyto}${show_input_count}",“将新堆栈设置为${applyto}${show_input_count}上的临时${var}”,,dnd story text
GMStdDSClear_Story_1,"Clear list in ${var}${show_input_count}",“清除${var}${show_input_count}中的列表”,,dnd story text
GMStdDSClear_Story_2,"Clear list in ${var} on ${applyto}${show_input_count}",“清除${applyto}${show_input_count}上${var}中的列表”,,dnd story text
GMStdDSClear_Story_3,"Clear map in ${var}${show_input_count}",“清除${var}${show_input_count}中的映射”,,dnd story text
GMStdDSClear_Story_4,"Clear map in ${var} on ${applyto}${show_input_count}",“清除${applyto}${show_input_count}上${var}中的映射”,,dnd story text
GMStdDSClear_Story_5,"Clear grid in ${var}${show_input_count}",“清除${var}${show_input_count}中的网格”,,dnd story text
GMStdDSClear_Story_6,"Clear grid in ${var} on ${applyto}${show_input_count}",“清除${applyto}${show_input_count}上${var}中的网格”,,dnd story text
GMStdDSClear_Story_7,"Clear stack in ${var}${show_input_count}",“清除${var}${show_input_count}中的堆栈”,,dnd story text
GMStdDSClear_Story_8,"Clear stack in ${var} on ${applyto}${show_input_count}",“清除${applyto}${show_input_count}上${var}中的堆栈”,,dnd story text
GMStdDSFree_Story_1,"Free list ${var} from memory${show_input_count}",“内存${show_input_count}中的空闲列表${var}”,,dnd story text
GMStdDSFree_Story_2,"Free list ${var} from memory on ${applyto}${show_input_count}",“从${applyto}${show_input_count}上的内存释放列表${var}”,,dnd story text
GMStdDSFree_Story_3,"Free map ${var} from memory${show_input_count}",“从内存${show_input_count}释放映射${var}”,,dnd story text
GMStdDSFree_Story_4,"Free map ${var} from memory on ${applyto}${show_input_count}",“从${applyto}${show_input_count}上的内存中释放映射${var}”,,dnd story text
GMStdDSFree_Story_5,"Free grid ${var} from memory${show_input_count}",“从内存${show_input_count}释放网格${var}”,,dnd story text
GMStdDSFree_Story_6,"Free grid ${var} from memory on ${applyto}${show_input_count}",“从${applyto}${show_input_count}上的内存中释放网格${var}”,,dnd story text
GMStdDSFree_Story_7,"Free stack ${var} from memory${show_input_count}",“从内存${show_input_count}释放堆栈${var}”,,dnd story text
GMStdDSFree_Story_8,"Free stack ${var} from memory on ${applyto}${show_input_count}",“从${applyto}${show_input_count}上的内存中释放堆栈${var}”,,dnd story text
GMStdListAdd_Story_1,"Add ${value} to list ${var}${show_input_count}",“将${value}添加到列表${var}${show_input_count}”,,dnd story text
GMStdListAdd_Story_2,"Add ${value} to list ${var} on ${applyto}${show_input_count}",“将${value}添加到${applyto}${show_input_count}上的列表${var}”,,dnd story text
GMStdListRemove_Story_1,"Remove item ${index} from list ${var}",“从列表${var}中删除项目${index}”,,dnd story text
GMStdListRemove_Story_2,"Remove item ${index} from list ${var} on ${applyto}",“从${applyto}上的列表${var}中删除项目${index}”,,dnd story text
GMStdListGetAt_Story_1,"Get item ${index} in list ${var} into ${assignee}${show_input_count}",“将列表${var}中的项目${index}获取到${assignee}${show_input_count}”,,dnd story text
GMStdListGetAt_Story_2,"Get item ${index} in list ${var} into ${assignee} on ${applyto}${show_input_count}",“将列表${var}中的项目${index}获取到${applyto}${show_input_count}上的${assignee}”,,dnd story text
GMStdListGetAt_Story_3,"Get item ${index} in list ${var} into temp ${assignee}${show_input_count}",“将列表${var}中的项目${index}获取到临时${assignee}${show_input_count}”,,dnd story text
GMStdListGetAt_Story_4,"Get item ${index} in list ${var} into temp ${assignee} on ${applyto}${show_input_count}",“将列表${var}中的项目${index}获取到${applyto}${show_input_count}上的临时${assignee}”,,dnd story text
GMStdListIndexOf_Story_1,"Get index of item ${value} in list ${var} into ${assignee}${show_input_count}",“将列表${var}中项目${value}的索引获取到${assignee}${show_input_count}”,,dnd story text
GMStdListIndexOf_Story_2,"Get index of item ${value} in list ${var} into ${assignee} on ${applyto}${show_input_count}",“将列表${var}中项目${value}的索引获取到${applyto}${show_input_count}上的${assignee}”,,dnd story text
GMStdListIndexOf_Story_3,"Get index of item ${value} in list ${var} into temp ${assignee}${show_input_count}",“将列表${var}中项目${value}的索引获取到临时${assignee}${show_input_count}”,,dnd story text
GMStdListIndexOf_Story_4,"Get index of item ${value} in list ${var} into temp ${assignee} on ${applyto}${show_input_count}",“将列表${var}中项目${value}的索引获取到${applyto}${show_input_count}上的临时${assignee}”,,dnd story text
GMStdListInsert_Story_1,"Insert ${value} into list ${var} at index ${index}",“将${value}插入列表${var}的索引${index}”,,dnd story text
GMStdListInsert_Story_2,"Insert ${value} into list ${var} at index ${index} on ${applyto}",“将${value}插入列表${var}，位于${applyto}上的索引${index}处”,,dnd story text
GMStdListCount_Story_1,"Get item count in list ${var} and assign it to ${assignee}",“获取列表${var}中的项目计数并将其分配给${assignee}”,,dnd story text
GMStdListCount_Story_2,"Get item count in list ${var} and assign it to ${assignee} on ${applyto}",“获取列表${var}中的项目计数，并将其分配给${applyto}上的${assignee}”,,dnd story text
GMStdListCount_Story_3,"Get item count in list ${var} and assign it to temp ${assignee}",“获取列表${var}中的项目计数并将其分配给临时${assignee}”,,dnd story text
GMStdListCount_Story_4,"Get item count in list ${var} and assign it to temp ${assignee} on ${applyto}",“获取列表${var}中的项目计数，并将其分配给${applyto}上的临时${assignee}”,,dnd story text
GMStdMapSetValue_Story_1,"Set key ${key} to ${value} in map ${var}${show_input_count}",“将映射${var}${show_input_count}中的密钥${key}设置为${value}”,,dnd story text
GMStdMapSetValue_Story_2,"Set key ${key} to ${value} in map ${var} on ${applyto}${show_input_count}",“在${applyto}${show_input_count}上的映射${var}中将密钥${key}设置为${value}”,,dnd story text
GMStdMapGetValue_Story_1,"Get value of key ${key} in map ${map} into ${assignee}${show_input_count}",“获取映射${map}到${assignee}${show_input_count}中的键${key}的值”,,dnd story text
GMStdMapGetValue_Story_2,"Get value of key ${key} in map ${map} into ${assignee} on ${applyto}${show_input_count}",“获取${applyto}${show_input_count}上映射${map}到${assignee}的密钥${key}的值”,,dnd story text
GMStdMapGetValue_Story_3,"Get value of key ${key} in map ${map} into temp ${assignee}${show_input_count}",“将映射${map}中的键${key}的值获取到临时${assignee}${show_input_count}”,,dnd story text
GMStdMapGetValue_Story_4,"Get value of key ${key} in map ${map} into temp ${assignee} on ${applyto}${show_input_count}",“将${map}中的密钥${key}的值获取到${applyto}${show_input_count}上的临时${assignee}”,,dnd story text
GMStdMapRemove_Story_1,"Remove key ${key} from map ${map}${show_input_count}",“从映射${map}${show_input_count}中删除密钥${key}”,,dnd story text
GMStdMapRemove_Story_2,"Remove key ${key} from map ${map} on ${applyto}${show_input_count}",“从${applyto}${show_input_count}上的映射${map}中删除密钥${key}”,,dnd story text
GMStdGridSetValue_Story_1,"Set ${value} in grid ${var} at ${x},${y}${show_input_count}","将网格${var}中的${value}设置为${x}，${y}${show_input_count}",,dnd story text
GMStdGridSetValue_Story_2,"Set ${value} in grid ${var} at ${x},${y} on ${applyto}${show_input_count}","将网格${var}中的${value}设置为${x}，将${y}设置为${applyto}${show_input_count}",,dnd story text
GMStdGridGetValue_Story_1,"Get value in grid ${var} at ${x},${y} into ${assignee}${show_input_count}","将网格${var}中${x}、${y}处的值获取到${assignee}${show_input_count}",,dnd story text
GMStdGridGetValue_Story_2,"Get value in grid ${var} at ${x},${y} into ${assignee} on ${applyto}${show_input_count}","将位于${x}、${y}的网格${var}中的值获取到${applyto}${show_input_count}上的${assignee}",,dnd story text
GMStdGridGetValue_Story_3,"Get value in grid ${var} at ${x},${y} into temp ${assignee}${show_input_count}","将网格${var}中${x}、${y}处的值获取到临时${assignee}${show_input_count}",,dnd story text
GMStdGridGetValue_Story_4,"Get value in grid ${var} at ${x},${y} into temp ${assignee} on ${applyto}${show_input_count}","将网格${var}中${x}、${y}处的值获取到${applyto}${show_input_count}上的临时${assignee}",,dnd story text
GMStdGridClear_Story_1,"Clear grid ${var} to value ${value}",“将网格${var}清除为值${value}”,,dnd story text
GMStdGridClear_Story_2,"Clear grid ${var} to value ${value} on ${applyto}",“将网格${var}清除为${applyto}上的${value}的值”,,dnd story text
GMStdStackPush_Story_1,"Push ${value} onto stack ${var}${show_input_count}",“将${value}推送到堆栈${var}${show_input_count}”,,dnd story text
GMStdStackPush_Story_2,"Push ${value} onto stack ${var} on ${applyto}${show_input_count}",“将${value}推送到${applyto}${show_input_count}上的堆栈${var}”,,dnd story text
GMStdStackPop_Story_1,"Pop from stack ${var} into ${assignee}${show_input_count}",“从堆栈${var}弹出到${assignee}${show_input_count}”,,dnd story text
GMStdStackPop_Story_2,"Pop from stack ${var} into ${assignee} on ${applyto}${show_input_count}",“在${applyto}${show_input_count}上将堆栈${var}弹出到${assignee}”,,dnd story text
GMStdStackPop_Story_3,"Pop from stack ${var} into temp ${assignee}${show_input_count}",“从堆栈${var}弹出到临时${assignee}${show_input_count}”,,dnd story text
GMStdStackPop_Story_4,"Pop from stack ${var} into temp ${assignee} on ${applyto}${show_input_count}",“从堆栈${var}弹出到${applyto}${show_input_count}上的临时${assignee}”,,dnd story text
GMStdIfDSExists_Story_1,"If list ${var} does not exists",“如果列表${var}不存在”,,dnd story text
GMStdIfDSExists_Story_2,"If list ${var} does not exists on ${applyto}",“如果${applyto}上不存在列表${var}”,,dnd story text
GMStdIfDSExists_Story_3,"If list ${var} exists",“如果列表${var}存在”,,dnd story text
GMStdIfDSExists_Story_4,"If list ${var} exists on ${applyto}",“如果${applyto}上存在列表${var}”,,dnd story text
GMStdIfDSExists_Story_5,"If map ${var} does not exists",“如果地图${var}不存在”,,dnd story text
GMStdIfDSExists_Story_6,"If map ${var} does not exists on ${applyto}",“如果${applyto}上不存在映射${var}”,,dnd story text
GMStdIfDSExists_Story_7,"If map ${var} exists",“如果映射${var}存在”,,dnd story text
GMStdIfDSExists_Story_8,"If map ${var} exists on ${applyto}",“如果${applyto}上存在映射${var}”,,dnd story text
GMStdIfDSExists_Story_9,"If grid ${var} does not exists",“如果网格${var}不存在”,,dnd story text
GMStdIfDSExists_Story_10,"If grid ${var} does not exists on ${applyto}",“如果${applyto}上不存在网格${var}”,,dnd story text
GMStdIfDSExists_Story_11,"If grid ${var} exists",“如果网格${var}存在”,,dnd story text
GMStdIfDSExists_Story_12,"If grid ${var} exists on ${applyto}",“如果${applyto}上存在网格${var}”,,dnd story text
GMStdIfDSExists_Story_13,"If stack ${var} does not exists",“如果堆栈${var}不存在”,,dnd story text
GMStdIfDSExists_Story_14,"If stack ${var} does not exists on ${applyto}",“如果${applyto}上不存在堆栈${var}”,,dnd story text
GMStdIfDSExists_Story_15,"If stack ${var} exists",“如果堆栈${var}存在”,,dnd story text
GMStdIfDSExists_Story_16,"If stack ${var} exists on ${applyto}",“如果${applyto}上存在堆栈${var}”,,dnd story text
GMStdIfDSEmpty_Story_1,"If list ${var} is not empty",“如果列表${var}不为空”,,dnd story text
GMStdIfDSEmpty_Story_2,"If list ${var} is not empty on ${applyto}",“如果${applyto}上的列表${var}不为空”,,dnd story text
GMStdIfDSEmpty_Story_3,"If list ${var} is empty",“如果列表${var}为空”,,dnd story text
GMStdIfDSEmpty_Story_4,"If list ${var} is empty on ${applyto}",“如果${applyto}上的列表${var}为空”,,dnd story text
GMStdIfDSEmpty_Story_5,"If map ${var} is not empty",“如果地图${var}不为空”,,dnd story text
GMStdIfDSEmpty_Story_6,"If map ${var} is not empty on ${applyto}",“如果${applyto}上的地图${var}不为空”,,dnd story text
GMStdIfDSEmpty_Story_7,"If map ${var} is empty",“如果地图${var}为空”,,dnd story text
GMStdIfDSEmpty_Story_8,"If map ${var} is empty on ${applyto}",“如果${applyto}上的映射${var}为空”,,dnd story text
GMStdIfDSEmpty_Story_9,"If grid ${var} is not empty",“如果网格${var}不为空”,,dnd story text
GMStdIfDSEmpty_Story_10,"If grid ${var} is not empty on ${applyto}",“如果${applyto}上的网格${var}不为空”,,dnd story text
GMStdIfDSEmpty_Story_11,"If grid ${var} is empty",“如果网格${var}为空”,,dnd story text
GMStdIfDSEmpty_Story_12,"If grid ${var} is empty on ${applyto}",“如果${applyto}上的网格${var}为空”,,dnd story text
GMStdIfDSEmpty_Story_13,"If stack ${var} is not empty",“如果堆栈${var}不为空”,,dnd story text
GMStdIfDSEmpty_Story_14,"If stack ${var} is not empty on ${applyto}",“如果${applyto}上的堆栈${var}不为空”,,dnd story text
GMStdIfDSEmpty_Story_15,"If stack ${var} is empty",“如果堆栈${var}为空”,,dnd story text
GMStdIfDSEmpty_Story_16,"If stack ${var} is empty on ${applyto}",“如果${applyto}上的堆栈${var}为空”,,dnd story text
GMStdBufferCreate_Story_1,"Create buffer into ${target}${show_input_count}",“在${target}${show_input_count}中创建缓冲区”,,dnd story text
GMStdBufferCreate_Story_2,"Create buffer into ${target} on ${applyto}${show_input_count}",“在${applyto}${show_input_count}上的${target}中创建缓冲区”,,dnd story text
GMStdBufferCreate_Story_3,"Create buffer into temp ${target}${show_input_count}",“在临时${target}${show_input_count}中创建缓冲区”,,dnd story text
GMStdBufferCreate_Story_4,"Create buffer into temp ${target} on ${applyto}${show_input_count}",“在${applyto}${show_input_count}上的临时${target}中创建缓冲区”,,dnd story text
